class	allele	guuid	gene
aminoglycoside	108	2affa3a9-2768-4361-b279-9cb14f2c1822	APH(3'')-Ib
aminoglycoside	108	2b4ae1a8-5941-4e13-b788-b9f5aba7408e	APH(3'')-Ib
aminoglycoside	112	2b69f649-d756-45a9-8f20-26d04fa9a275	APH(3'')-Ib
aminoglycoside	108	2c11aa2e-b253-495a-aae7-8b3ca2de1872	APH(3'')-Ib
aminoglycoside	111	2c508326-ba04-43b8-9071-7fdb215270c1	APH(3'')-Ib
aminoglycoside	108	2c5f7d71-bcf0-4ae1-b19d-5c41dbe8b356	APH(3'')-Ib
aminoglycoside	117	2c6db87d-6399-4b4a-ae52-0e2bfe95880b	APH(3'')-Ib
aminoglycoside	108	2d38365b-46ca-4154-a524-2c395cc0495f	APH(3'')-Ib
aminoglycoside	108	2d643cef-a5db-4f38-bf56-b50abcda6c91	APH(3'')-Ib
aminoglycoside	108	2da76a28-cf9e-4d9d-98fe-b16c2e9314f2	APH(3'')-Ib
aminoglycoside	112	2e70232a-3bda-450d-8423-86f8f4c9e7ae	APH(3'')-Ib
aminoglycoside	108	2eecae02-a749-4a34-83d4-33e9c2e74f3e	APH(3'')-Ib
aminoglycoside	108	2f323715-3e85-403f-8a6e-7eddb06d7539	APH(3'')-Ib
aminoglycoside	108	2f4b606e-4bcf-4743-86a3-01e2c1b7e3de	APH(3'')-Ib
aminoglycoside	108	2f875523-e063-49ee-9a4d-9c345a21e2a8	APH(3'')-Ib
aminoglycoside	112	2fb9c4e2-3214-4f4e-a6a3-50601390f5f2	APH(3'')-Ib
aminoglycoside	108	2fbc6224-3810-489b-8860-81f07012a1b4	APH(3'')-Ib
aminoglycoside	108	2fc8a960-e94c-4472-a5ee-180f4f03f52c	APH(3'')-Ib
aminoglycoside	109	301379bd-0f06-4d6c-a88b-51ce4abefb46	APH(3'')-Ib
aminoglycoside	108	304334fd-505c-4c17-8a4c-f9a72f756b4b	APH(3'')-Ib
aminoglycoside	108	30a5dfc0-e381-4ed2-8d4d-f9d055cada25	APH(3'')-Ib
aminoglycoside	108	30ea99da-1f82-40fb-828b-c9ed6453d8b5	APH(3'')-Ib
aminoglycoside	108	31a11469-d856-4066-9f78-1577a1c4ae74	APH(3'')-Ib
aminoglycoside	108	31eb2c10-20da-45f7-9a0c-4566001957ad	APH(3'')-Ib
aminoglycoside	112	321ef7fe-5846-4f4d-9318-52ae5b0b143c	APH(3'')-Ib
aminoglycoside	111	32327e8c-3141-4222-af49-46b67378c2b4	APH(3'')-Ib
aminoglycoside	112	324779c2-9596-49ef-9228-055aee19f7cf	APH(3'')-Ib
aminoglycoside	108	32534dbe-3f9a-4247-993d-ef3211f58dbe	APH(3'')-Ib
aminoglycoside	108	32a875dc-9871-4220-869f-01f79b21cfd7	APH(3'')-Ib
aminoglycoside	109	32cf3c06-22a4-4d26-abf6-6444dad5070f	APH(3'')-Ib
aminoglycoside	108	331abf20-d6be-457a-9b1b-1404ccf25b00	APH(3'')-Ib
aminoglycoside	108	3378378c-c8b3-4339-ad5a-4d75f8a2aa5e	APH(3'')-Ib
aminoglycoside	108	337fca7b-e5f4-4ee8-bd3f-5b27cfd99042	APH(3'')-Ib
aminoglycoside	108	33e35bca-21dc-4233-8704-44c6497e5e94	APH(3'')-Ib
aminoglycoside	108	3447545d-09b0-4096-9211-874c50c7d7fe	APH(3'')-Ib
aminoglycoside	108	345f7a9b-0303-49ce-9dd7-6ce33b868f8b	APH(3'')-Ib
aminoglycoside	111	34987fb2-083b-4662-9c03-8c7ea70511e6	APH(3'')-Ib
aminoglycoside	108	34c13f56-0b63-4f08-b490-c3f24614e4e5	APH(3'')-Ib
aminoglycoside	112	34c90d1b-f9b5-4a67-9fb7-6ace907aebc8	APH(3'')-Ib
aminoglycoside	112	34ff1bdb-3133-4b66-bb15-5a2655bc71c3	APH(3'')-Ib
aminoglycoside	108	3503a750-54f1-48ce-bc9b-d6b3deba5d7b	APH(3'')-Ib
aminoglycoside	108	35795945-3070-4500-8141-42711c82ba0b	APH(3'')-Ib
aminoglycoside	108	35c1a655-1413-4753-8da1-de0de6608683	APH(3'')-Ib
aminoglycoside	118	35ed1cf1-eef4-497e-87af-fe31f397a87e	APH(3'')-Ib
aminoglycoside	111	365b7724-585c-44ab-8131-79f07ae76573	APH(3'')-Ib
aminoglycoside	108	3768afbe-a465-4c2f-b713-e5c6f3d7f484	APH(3'')-Ib
aminoglycoside	112	37aa4465-b921-4c57-9bd4-c68020d456f2	APH(3'')-Ib
aminoglycoside	108	37e22a76-5c68-4764-9426-89268aa157ed	APH(3'')-Ib
aminoglycoside	108	37eaccb8-0b43-4a5b-8e99-0067fef3880d	APH(3'')-Ib
aminoglycoside	108	37ed5b52-ae19-4e1b-aab9-1c8e1ff092f3	APH(3'')-Ib
aminoglycoside	108	37f7568d-0eec-4081-8c96-7a9d42710390	APH(3'')-Ib
aminoglycoside	111	38434407-fa5f-4296-99be-2750909179f9	APH(3'')-Ib
aminoglycoside	108	38710c63-84b8-4e10-9512-536846a4d4ff	APH(3'')-Ib
aminoglycoside	108	38ba48de-56cb-47e4-a60a-c691d8afd247	APH(3'')-Ib
aminoglycoside	108	39917b72-4e59-442d-9dfb-e7de9d397a24	APH(3'')-Ib
aminoglycoside	108	3a9b4d9d-13ff-4c02-aa84-b4127f0947fe	APH(3'')-Ib
aminoglycoside	108	3ace2797-1fa5-4c6d-990a-8aac23c9a112	APH(3'')-Ib
aminoglycoside	108	3b59e031-155f-49c6-9304-0b013537042c	APH(3'')-Ib
aminoglycoside	108	3bba80a2-7cf5-4e21-abd9-99b361bd9733	APH(3'')-Ib
aminoglycoside	108	3bc22448-4e66-4fc0-864f-8942d1bf7986	APH(3'')-Ib
aminoglycoside	108	3bccb69b-754a-4732-b5bb-7a34b359be35	APH(3'')-Ib
aminoglycoside	108	3c079c92-435e-4f79-94d9-a9d651653283	APH(3'')-Ib
aminoglycoside	108	3c6a0c4f-f4c7-43c2-977a-65dd9c816dcd	APH(3'')-Ib
aminoglycoside	108	3c87798f-06ce-41d8-84db-6e8e9e6512fa	APH(3'')-Ib
aminoglycoside	108	3cfe8912-9a61-4f42-8842-c39208299a91	APH(3'')-Ib
aminoglycoside	112	3d5bc63a-8c51-4291-9986-5ef545fa874b	APH(3'')-Ib
aminoglycoside	108	3d630dbb-9d4c-4c50-b89d-f313e5f4311b	APH(3'')-Ib
aminoglycoside	108	3da82086-e392-43eb-b203-0af59822f297	APH(3'')-Ib
aminoglycoside	108	3dbb95d7-eed7-447c-a1ce-00881e6bed38	APH(3'')-Ib
aminoglycoside	108	3dede8b3-58b7-4d32-a4fe-d8ee061ec46f	APH(3'')-Ib
aminoglycoside	108	3df1b90e-b32e-49e0-b389-bc4c10e4da1f	APH(3'')-Ib
aminoglycoside	108	3e7e0845-fe8a-4314-8ab0-42cf3d96c283	APH(3'')-Ib
aminoglycoside	108	3eb8a169-66a8-403f-9e21-e0c7933a2571	APH(3'')-Ib
aminoglycoside	108	3ec4b616-4c01-41d5-a984-d02c94365ba5	APH(3'')-Ib
aminoglycoside	108	3edad7cd-922c-441f-93bb-12ab6ff8b6c2	APH(3'')-Ib
aminoglycoside	108	3ef7aa8c-5c22-4e5f-8490-7cf549b36dea	APH(3'')-Ib
aminoglycoside	108	3f11c62c-2276-43ed-97ec-7a46283130cc	APH(3'')-Ib
aminoglycoside	108	3f7022a8-3944-4187-a4ff-0cb76691b49c	APH(3'')-Ib
aminoglycoside	111	3f8a2705-971f-460d-9b5e-b96dbc5c3f64	APH(3'')-Ib
aminoglycoside	109	407aa55b-8c0f-414e-b1b7-d58106bc819c	APH(3'')-Ib
aminoglycoside	108	40ccd7ae-29f4-4e53-806d-067bb349e5b8	APH(3'')-Ib
aminoglycoside	108	40d67d26-cd5d-40f6-858c-e3ffbbec7ee8	APH(3'')-Ib
aminoglycoside	108	40dc46d0-391f-460c-8e3c-a7c6c4e413e8	APH(3'')-Ib
aminoglycoside	108	410916a6-8f32-408c-ac8a-30e46fe6ecf5	APH(3'')-Ib
aminoglycoside	108	412df794-cc61-441b-b001-81973ea161aa	APH(3'')-Ib
aminoglycoside	110	41a5490b-c58b-432a-9da4-582af3bf4a24	APH(3'')-Ib
aminoglycoside	108	42445288-acfb-471c-a997-114e1401d722	APH(3'')-Ib
aminoglycoside	111	429e9986-8105-40e1-bcac-7f92bc460949	APH(3'')-Ib
aminoglycoside	109	43281714-0188-48a3-b2a7-907a3f5c368a	APH(3'')-Ib
aminoglycoside	108	44027ac6-3e8e-4b70-9222-d0e6d4d0173b	APH(3'')-Ib
aminoglycoside	111	4417809a-9494-4dae-b82e-1ea28da7510d	APH(3'')-Ib
aminoglycoside	108	44858c68-5073-458c-a5d4-d4e59a0913bf	APH(3'')-Ib
aminoglycoside	108	44c59189-b30b-47ab-b130-70337e28dadc	APH(3'')-Ib
aminoglycoside	108	44ec438d-302c-443f-a0e8-67cb3f1be363	APH(3'')-Ib
aminoglycoside	108	45131866-0680-430f-91cb-8611b879b8e7	APH(3'')-Ib
aminoglycoside	108	456234a8-55c1-426f-be44-ba0ff06ce95d	APH(3'')-Ib
aminoglycoside	108	458d5586-8714-48d8-9614-1bccbe8e519f	APH(3'')-Ib
aminoglycoside	108	4687e9da-e7de-472d-882c-10e5c1a0df37	APH(3'')-Ib
aminoglycoside	108	468ae463-f7b4-49ce-9e28-a4d3ee83291c	APH(3'')-Ib
aminoglycoside	108	4692afca-531f-4446-9867-db5b7e488ece	APH(3'')-Ib
aminoglycoside	108	46961947-f400-4ca3-8d92-817d4f4eb040	APH(3'')-Ib
aminoglycoside	111	469765cc-9b5e-4ac6-a4ef-a002ef00e2ec	APH(3'')-Ib
aminoglycoside	112	46c16d11-8042-4ccd-b6fd-f9b0e276c467	APH(3'')-Ib
aminoglycoside	112	46ebdded-bebd-4832-9607-0d0b94ed6d0a	APH(3'')-Ib
aminoglycoside	112	47031fef-6208-467d-9881-9be19052b468	APH(3'')-Ib
aminoglycoside	108	481920da-a029-46f5-b5b9-def104b41f39	APH(3'')-Ib
aminoglycoside	108	4842da78-7fad-45e4-935b-8fa1ceeb1d92	APH(3'')-Ib
aminoglycoside	108	484e70d3-8286-4845-9a7d-636e8845cf2b	APH(3'')-Ib
aminoglycoside	108	48847f46-090a-4cf2-af9f-d6ba161c75b3	APH(3'')-Ib
aminoglycoside	112	48cea246-08bf-430c-a8dc-20568ddee6f9	APH(3'')-Ib
aminoglycoside	108	494a6ed7-4547-489b-826b-46c1b5baefe4	APH(3'')-Ib
aminoglycoside	112	497dbe6c-4344-4c07-8e2b-7956edbbad59	APH(3'')-Ib
aminoglycoside	108	4993cdee-578c-4a59-81af-223c38fd0b52	APH(3'')-Ib
aminoglycoside	108	4aac4765-2480-43d2-bd85-8f2cf4b6aab5	APH(3'')-Ib
aminoglycoside	108	4b1f394b-3f5a-4c97-8fa9-d31272f919b9	APH(3'')-Ib
aminoglycoside	108	4b2a711f-7c26-4839-8590-6c0e4f722ac1	APH(3'')-Ib
aminoglycoside	108	4b6657bd-48dd-4f63-b19e-c6f7b9607b67	APH(3'')-Ib
aminoglycoside	108	4b8d0802-baef-4b10-9704-b72d94366034	APH(3'')-Ib
aminoglycoside	108	4bb8e94c-088e-4a42-ae5d-ad33269c2c3e	APH(3'')-Ib
aminoglycoside	108	4bbdfa1b-cf65-4723-a461-50ee882e8b15	APH(3'')-Ib
aminoglycoside	108	4be814ab-f34f-46e3-96c2-55c7ec6bedb8	APH(3'')-Ib
aminoglycoside	108	4c28d19c-15d9-487d-bf8b-2021a306b368	APH(3'')-Ib
aminoglycoside	108	4d07f9ee-7c1a-4374-a099-8577744e04df	APH(3'')-Ib
aminoglycoside	108	4da6ed3c-3fe5-4be7-9107-63d9ef751571	APH(3'')-Ib
aminoglycoside	108	4defcec8-eb27-4653-b68e-83e4547d605a	APH(3'')-Ib
aminoglycoside	108	4dfe6509-9c0a-4fd9-b43c-3fb32af2bbd3	APH(3'')-Ib
aminoglycoside	108	4e2d86d4-5336-4a69-b816-45c1fcc2cffd	APH(3'')-Ib
aminoglycoside	108	4f6e1dfc-6f41-4f81-bf3a-32de220c6cd9	APH(3'')-Ib
aminoglycoside	108	4fe3b2df-0437-43f1-9446-0244b1a62756	APH(3'')-Ib
aminoglycoside	108	5039768f-2b3e-439b-994d-2b8bb7e1cab3	APH(3'')-Ib
aminoglycoside	108	5075d8d3-2bc5-4ec7-a6de-0508b328bee8	APH(3'')-Ib
aminoglycoside	108	50f5ea63-f170-457c-bae0-62d875cea972	APH(3'')-Ib
aminoglycoside	108	513654df-c4b5-4684-b304-e3f53c67c1c9	APH(3'')-Ib
aminoglycoside	108	513913f0-f3c2-47d3-84fa-7d1f201e0e85	APH(3'')-Ib
aminoglycoside	108	526dab58-8ea6-4bd6-985a-d220347616cb	APH(3'')-Ib
aminoglycoside	108	5285531f-f8d4-4d98-8b63-35e510072c7a	APH(3'')-Ib
aminoglycoside	108	52bd0849-6ae7-4d6e-beb1-6fbe59575131	APH(3'')-Ib
aminoglycoside	108	52d46abb-ad60-4f04-9b70-a03b057d258f	APH(3'')-Ib
aminoglycoside	108	53574726-2fb1-4cd7-abea-ac38d7453c9e	APH(3'')-Ib
aminoglycoside	108	53ade602-c685-4d9c-9c8f-509370eac28f	APH(3'')-Ib
aminoglycoside	110	53d4ecec-6df5-48ef-9d1e-027a0561f97c	APH(3'')-Ib
aminoglycoside	108	542661e0-0df0-4a9e-b6e4-5ee40d3488cc	APH(3'')-Ib
aminoglycoside	108	543fd233-a13b-4616-ad19-d0dd75da4142	APH(3'')-Ib
aminoglycoside	108	54617eeb-f84b-4947-b060-a3058e8d5a2e	APH(3'')-Ib
aminoglycoside	108	54988350-0e74-4175-bb28-5c4a782e1de5	APH(3'')-Ib
aminoglycoside	108	5549ffb3-3ce6-4289-9528-62cef2b770b7	APH(3'')-Ib
aminoglycoside	108	5594037c-7cbc-460e-9202-1ea13aa88cdb	APH(3'')-Ib
aminoglycoside	108	5629a9ea-a624-47d7-906d-60327bb8a29d	APH(3'')-Ib
aminoglycoside	108	568a0499-9287-4060-b3a8-a0f902296cd3	APH(3'')-Ib
aminoglycoside	111	56f1cafd-560a-4acd-be42-36168f664de1	APH(3'')-Ib
aminoglycoside	111	574849bf-e308-41cd-8cd5-08b013eb3d3a	APH(3'')-Ib
aminoglycoside	108	57788c51-89cc-4e81-8b5b-c3ada388bfcc	APH(3'')-Ib
aminoglycoside	108	57ca99c1-d5a5-4172-9dc4-dc3c2893c0eb	APH(3'')-Ib
aminoglycoside	108	5884f4d7-3dd1-42c9-9b18-8fca7b98df5a	APH(3'')-Ib
aminoglycoside	108	58af8ebb-e11a-40e1-a251-9c5708e7c4ed	APH(3'')-Ib
aminoglycoside	108	58e8d2a5-2b3a-4950-aa08-4cb1b007bb0d	APH(3'')-Ib
aminoglycoside	119	58ef278c-eddb-4265-b724-51afe56ad2a6	APH(3'')-Ib
aminoglycoside	108	59920eb6-9b16-4f3f-955a-74a077710389	APH(3'')-Ib
aminoglycoside	120	5a0e88d0-b27f-4513-a81c-9d193df39103	APH(3'')-Ib
aminoglycoside	108	5a237f61-7e10-41f2-91da-279fbb0d8b90	APH(3'')-Ib
aminoglycoside	108	5b1a9903-5a5b-4953-8f65-8c5e1ec4b882	APH(3'')-Ib
aminoglycoside	108	5b70b4e0-9406-4d27-9cc0-9479ba272ec6	APH(3'')-Ib
aminoglycoside	108	5ba03f2b-2b9e-4000-b6da-8e89507d1ad0	APH(3'')-Ib
aminoglycoside	108	5bb714fc-c599-4f7e-9f2f-e981aa4af658	APH(3'')-Ib
aminoglycoside	108	5bd84bd4-70c3-420e-9645-3a020e8f7810	APH(3'')-Ib
aminoglycoside	111	5c08a502-1572-43d4-a3ae-69d54ff242fc	APH(3'')-Ib
aminoglycoside	108	5c5a5e4a-2b29-4630-9852-05c5ef456656	APH(3'')-Ib
aminoglycoside	111	5cc1a24e-cd88-4cbd-b6a6-2b14a2bc510f	APH(3'')-Ib
aminoglycoside	108	5cc76a1f-ce1e-4c2c-83c6-953a9355db6f	APH(3'')-Ib
aminoglycoside	111	5d43eae9-0fda-4a7b-bd23-0133516b8bb8	APH(3'')-Ib
aminoglycoside	108	5d6de9e9-0221-4957-8253-ffaf169b670c	APH(3'')-Ib
aminoglycoside	108	5e9bafd6-1cac-462a-b5e0-6f0aff27ce6e	APH(3'')-Ib
aminoglycoside	121	5f2c4304-668b-47d0-9546-0e874923342e	APH(3'')-Ib
aminoglycoside	109	5f41f264-cfc7-4a84-9e20-13c535c90532	APH(3'')-Ib
aminoglycoside	108	5f54b08a-4b3f-4bff-81f7-1d6e06d7848a	APH(3'')-Ib
aminoglycoside	108	5faef3b3-6854-443d-a8ec-682384e640eb	APH(3'')-Ib
aminoglycoside	108	6051c551-6ba7-44da-8318-85a5959cbba0	APH(3'')-Ib
aminoglycoside	108	608a7723-386c-4972-8994-5ea2c30900a1	APH(3'')-Ib
aminoglycoside	108	60db4db5-61a3-49ba-b49e-25592c3d9707	APH(3'')-Ib
aminoglycoside	108	60e75cf9-7121-4b07-80a6-bba27f8722dd	APH(3'')-Ib
aminoglycoside	108	611ebba3-0579-4573-811a-58b02ded81c3	APH(3'')-Ib
aminoglycoside	108	61522f77-162f-40cf-af3f-fcd31ef56c28	APH(3'')-Ib
aminoglycoside	108	619cef82-709a-4f53-87d9-36a32b49c404	APH(3'')-Ib
aminoglycoside	110	61f86d54-4a03-4df5-9d19-a50d8635f3d0	APH(3'')-Ib
aminoglycoside	108	6200c8e2-1c54-4258-bfd7-c1b2b401b544	APH(3'')-Ib
aminoglycoside	108	6208a686-1b12-417d-9600-41ef5ff6e7c1	APH(3'')-Ib
aminoglycoside	108	6243282c-3bb3-438f-b880-ac5600c0082d	APH(3'')-Ib
aminoglycoside	108	625e939e-1179-44fa-a02f-ffd3f640154e	APH(3'')-Ib
aminoglycoside	112	62a51679-7d67-457f-ad55-4b8c0dcef82d	APH(3'')-Ib
aminoglycoside	108	63303e97-9d87-4442-94bf-aa2340a4f294	APH(3'')-Ib
aminoglycoside	108	6344873b-e0ea-49a1-8a25-7f9de93b0b1e	APH(3'')-Ib
aminoglycoside	108	634cd467-b8a3-4fed-8d17-753911cbcc65	APH(3'')-Ib
aminoglycoside	122	6389ff69-b454-4160-9290-9c7817a814c7	APH(3'')-Ib
aminoglycoside	108	63e22122-4fd3-4190-ba5b-b271e29ae0a8	APH(3'')-Ib
aminoglycoside	110	63f1ce13-177c-4fd8-b3a5-338810b710aa	APH(3'')-Ib
aminoglycoside	108	64a59454-3bcb-45a8-9999-4d72b9cecb53	APH(3'')-Ib
aminoglycoside	108	64bff16e-e269-44a5-b318-94f724d548bc	APH(3'')-Ib
aminoglycoside	111	64cd5fe5-e57a-43f6-a7f1-4d2a9df4763a	APH(3'')-Ib
aminoglycoside	108	64dfd3c0-97fe-4838-b82b-bbea912d2d8f	APH(3'')-Ib
aminoglycoside	108	651276a0-4fba-4644-8efe-333788705603	APH(3'')-Ib
aminoglycoside	108	651a1eab-e404-4c02-b8af-d54b7ed65dac	APH(3'')-Ib
aminoglycoside	111	65380db0-9a7f-4631-846f-b95a2b2a7e7f	APH(3'')-Ib
aminoglycoside	108	653a4f5d-c68b-4153-b5de-3fab90cc4675	APH(3'')-Ib
aminoglycoside	108	65720a08-40e5-42be-a94e-d8da419dc91e	APH(3'')-Ib
aminoglycoside	108	65bb2a5c-0256-4f6c-838e-d44c14bf0797	APH(3'')-Ib
aminoglycoside	108	65d0e748-ed0a-4b31-86bd-ed2c397a0003	APH(3'')-Ib
aminoglycoside	108	6605cdd0-4ea7-4643-b2e0-e6d1be07b2d9	APH(3'')-Ib
aminoglycoside	108	66711c3f-4b8d-411f-a5fb-66a445d1de34	APH(3'')-Ib
aminoglycoside	108	6720ec6f-98b8-4c7b-9a5d-a765cfd3028a	APH(3'')-Ib
aminoglycoside	108	67a37add-2905-48a9-b903-44a59b443e5d	APH(3'')-Ib
aminoglycoside	108	67a8477b-14d4-4d6e-b1a8-c26ee15e7fc8	APH(3'')-Ib
aminoglycoside	108	67b188c5-3087-4967-aadd-54960c2c8b08	APH(3'')-Ib
aminoglycoside	108	67c4fadc-d6b9-4ecf-a7e2-d82667530917	APH(3'')-Ib
aminoglycoside	108	67fef27e-5600-48a7-9c0c-fb76791ee969	APH(3'')-Ib
aminoglycoside	108	6811ffce-33be-42ff-886a-dc2272051fb2	APH(3'')-Ib
aminoglycoside	111	681b8090-ca38-4dc7-85dd-3df00ae47884	APH(3'')-Ib
aminoglycoside	108	6823d9d5-4f27-4fa4-900c-be699aaa0dd5	APH(3'')-Ib
aminoglycoside	108	689fff13-f52d-418f-9ec9-5eb57b7de009	APH(3'')-Ib
aminoglycoside	108	68d2bfc8-9a58-4f51-b38b-29771c7a7502	APH(3'')-Ib
aminoglycoside	108	68da53a8-a3fa-4e3b-81fe-1bc465201650	APH(3'')-Ib
aminoglycoside	108	68eaf1a7-945f-466d-989b-b6fa6733564c	APH(3'')-Ib
aminoglycoside	112	69043538-5ff8-466b-a687-40a7522364e0	APH(3'')-Ib
aminoglycoside	108	6919c147-328a-4a28-95cf-1e3596e91500	APH(3'')-Ib
aminoglycoside	108	692570ed-0d16-40bd-8128-3fd072e3cb83	APH(3'')-Ib
aminoglycoside	108	6944a3a2-ffdc-44e2-b73f-e1d69ffd444c	APH(3'')-Ib
aminoglycoside	111	695a1546-2664-46f8-be08-d824a959cd4c	APH(3'')-Ib
aminoglycoside	108	69ddfd2d-0386-4bc5-bd54-00c694cb36ac	APH(3'')-Ib
aminoglycoside	108	69eb80d7-ec66-4f81-9ecf-00ca043d7bdf	APH(3'')-Ib
aminoglycoside	108	6a5ef212-0c9a-4f6f-8384-54bde3ef0b5b	APH(3'')-Ib
aminoglycoside	108	6a8a5982-af87-4363-beaa-f4184460f54d	APH(3'')-Ib
aminoglycoside	108	6b0f64ff-9c1a-48c5-b093-535bbfa7b54a	APH(3'')-Ib
aminoglycoside	108	6b3698da-c8ad-453b-875e-b98a2d1b34a9	APH(3'')-Ib
aminoglycoside	108	6b9a233e-a8c9-4836-9f29-34d527ef1c54	APH(3'')-Ib
aminoglycoside	108	6bd75e35-9437-4ba2-bad6-9b8c9a4822ba	APH(3'')-Ib
aminoglycoside	108	6bfca6d0-4e35-45ef-8e0f-a8e2e38cf5df	APH(3'')-Ib
aminoglycoside	112	6c7c0d7f-0982-43ff-94fe-a1db78ab1714	APH(3'')-Ib
aminoglycoside	123	6c98be47-4082-49bd-ad74-9b6fb8411987	APH(3'')-Ib
aminoglycoside	112	6c9dcff6-3212-4b8c-8970-f4d59081e4c7	APH(3'')-Ib
aminoglycoside	108	6c9f2942-2e33-4ba2-8bb4-f0af2d7bfaef	APH(3'')-Ib
aminoglycoside	108	6ca9cba4-f9b6-45a1-84b2-1a29c4e3e352	APH(3'')-Ib
aminoglycoside	108	6cb38a69-1245-4a44-b97a-2994ce7a7dbd	APH(3'')-Ib
aminoglycoside	112	6cd14352-bb86-494a-81c4-e17ff2f4dd2a	APH(3'')-Ib
aminoglycoside	108	6d56e0ac-ac84-4be0-9f62-23da23010aff	APH(3'')-Ib
aminoglycoside	108	6d7918d8-8fcf-40b5-aa75-4f4a3f2c4681	APH(3'')-Ib
aminoglycoside	110	6d79b25e-45ac-4bee-815b-897d04c62059	APH(3'')-Ib
aminoglycoside	112	6dc982bf-8f35-45af-bc08-462f4f138007	APH(3'')-Ib
aminoglycoside	108	6de21675-e6a6-4b31-906f-df08987173b0	APH(3'')-Ib
aminoglycoside	108	6e35bdf1-9349-4d03-94f8-f7d8a9ceb03c	APH(3'')-Ib
aminoglycoside	111	6e507f94-4260-4915-9e82-36b350bf04cf	APH(3'')-Ib
aminoglycoside	108	6e7cf15c-7591-441c-8465-aeda3e4dc8b0	APH(3'')-Ib
aminoglycoside	108	6f579d23-c636-41d4-af4e-2ca6dec6bc20	APH(3'')-Ib
aminoglycoside	108	6f822a0e-ab23-4293-b461-b8779d7eecd4	APH(3'')-Ib
aminoglycoside	108	6fe17ed2-47ba-4013-9119-aaa0215a7816	APH(3'')-Ib
aminoglycoside	108	70052096-1cb7-4e9c-a1d0-552da0132b1f	APH(3'')-Ib
aminoglycoside	108	70100926-e514-4a93-b45d-a1290216bc84	APH(3'')-Ib
aminoglycoside	108	70c98da0-db39-4b87-ab6b-fe6344daa8a5	APH(3'')-Ib
aminoglycoside	108	7136105b-4ed1-4f9b-b7e2-b965733c20c0	APH(3'')-Ib
aminoglycoside	108	718d4f8b-386b-4040-b46d-efdafc6354bc	APH(3'')-Ib
aminoglycoside	108	71ca89cf-8f3f-4a27-80e3-83a5e800c463	APH(3'')-Ib
aminoglycoside	108	723eae6c-cf46-4fdd-bfdf-2438fc67f1d6	APH(3'')-Ib
aminoglycoside	110	724e92a2-d221-4d6e-94b0-6556e81e5f94	APH(3'')-Ib
aminoglycoside	108	7263d47a-176d-43b1-b7e1-dd52207b467e	APH(3'')-Ib
aminoglycoside	108	728aa6f4-c8d5-4a7f-8a85-a711c5310451	APH(3'')-Ib
aminoglycoside	108	72fc03ce-dddc-4d96-b569-cbe236b7f5df	APH(3'')-Ib
aminoglycoside	108	731c92a1-efeb-4187-8e8e-04886bc2b682	APH(3'')-Ib
aminoglycoside	108	731d94ca-2355-480e-9131-bf40e00a4ede	APH(3'')-Ib
aminoglycoside	108	735cbefa-044b-407f-a0cb-4605273352ae	APH(3'')-Ib
aminoglycoside	108	73d0f482-64ad-42de-a177-9f8ab30ea9e1	APH(3'')-Ib
aminoglycoside	108	74329f1e-ec73-4138-9bdb-c3bfa4186d34	APH(3'')-Ib
aminoglycoside	108	74433da7-d179-4b47-ae4a-a2d80f0a52e3	APH(3'')-Ib
aminoglycoside	108	744e3fe8-16a6-44ff-b324-06111d77296a	APH(3'')-Ib
aminoglycoside	108	74faaba2-f86c-4787-a63b-7b352b39ac0b	APH(3'')-Ib
aminoglycoside	108	75c54b76-2c8d-40e6-8240-15bfe8741000	APH(3'')-Ib
aminoglycoside	111	76087999-714a-4962-a446-0c9b0ee97eb4	APH(3'')-Ib
aminoglycoside	111	765585a1-085b-4e6c-8b93-fd9b1af50aa8	APH(3'')-Ib
aminoglycoside	108	767a2f66-1b21-4e44-a8a5-267e909654f6	APH(3'')-Ib
aminoglycoside	108	7690bde1-98f5-4b9c-9217-0b8debe881f9	APH(3'')-Ib
aminoglycoside	108	76a1f80d-5f2d-4627-9c6b-378c1300a54b	APH(3'')-Ib
aminoglycoside	111	76a86fe5-bc4f-43eb-8fac-6bbb92554bf5	APH(3'')-Ib
aminoglycoside	108	76d9ddbd-c141-43d6-8493-de5bab1df2ab	APH(3'')-Ib
aminoglycoside	108	7753025a-0253-445a-9d51-14ab85c96a9b	APH(3'')-Ib
aminoglycoside	108	776e6f4b-9800-4a3a-a5be-2122f9c83483	APH(3'')-Ib
aminoglycoside	108	77859495-7034-4953-a967-77f24e68cd6b	APH(3'')-Ib
aminoglycoside	109	778e6cc9-2f79-4712-bbdd-e0fa9fda8ad7	APH(3'')-Ib
aminoglycoside	110	77a2a708-26ce-4a8c-aac3-27ae6aec83f1	APH(3'')-Ib
aminoglycoside	108	77b41f73-362f-4f83-b588-32ab7e808700	APH(3'')-Ib
aminoglycoside	108	77bc179a-07cd-4747-a968-25b5fe26d664	APH(3'')-Ib
aminoglycoside	111	77f03c56-16b6-42ae-934a-ba9c909cd7b4	APH(3'')-Ib
aminoglycoside	108	77f7615d-c9a1-42f6-988a-83be1118dbe2	APH(3'')-Ib
aminoglycoside	108	78586e32-254f-421f-8bc4-5c0337057d7f	APH(3'')-Ib
aminoglycoside	109	788592d7-b1ee-4398-b4e8-6ef3ef135d50	APH(3'')-Ib
