class	allele	guuid	gene
aminoglycoside	10	65d0e748-ed0a-4b31-86bd-ed2c397a0003	APH(6)-Id
aminoglycoside	10	6605cdd0-4ea7-4643-b2e0-e6d1be07b2d9	APH(6)-Id
aminoglycoside	10	66326c3e-3bea-4d94-b718-4793ab68bd94	APH(6)-Id
aminoglycoside	10	66711c3f-4b8d-411f-a5fb-66a445d1de34	APH(6)-Id
aminoglycoside	10	6720ec6f-98b8-4c7b-9a5d-a765cfd3028a	APH(6)-Id
aminoglycoside	10	67a37add-2905-48a9-b903-44a59b443e5d	APH(6)-Id
aminoglycoside	10	67a8477b-14d4-4d6e-b1a8-c26ee15e7fc8	APH(6)-Id
aminoglycoside	10	67b188c5-3087-4967-aadd-54960c2c8b08	APH(6)-Id
aminoglycoside	10	67c4fadc-d6b9-4ecf-a7e2-d82667530917	APH(6)-Id
aminoglycoside	10	67fef27e-5600-48a7-9c0c-fb76791ee969	APH(6)-Id
aminoglycoside	10	6811ffce-33be-42ff-886a-dc2272051fb2	APH(6)-Id
aminoglycoside	10	681b8090-ca38-4dc7-85dd-3df00ae47884	APH(6)-Id
aminoglycoside	10	6823d9d5-4f27-4fa4-900c-be699aaa0dd5	APH(6)-Id
aminoglycoside	10	689fff13-f52d-418f-9ec9-5eb57b7de009	APH(6)-Id
aminoglycoside	10	68d2bfc8-9a58-4f51-b38b-29771c7a7502	APH(6)-Id
aminoglycoside	10	68da53a8-a3fa-4e3b-81fe-1bc465201650	APH(6)-Id
aminoglycoside	10	68eaf1a7-945f-466d-989b-b6fa6733564c	APH(6)-Id
aminoglycoside	10	69043538-5ff8-466b-a687-40a7522364e0	APH(6)-Id
aminoglycoside	10	6919c147-328a-4a28-95cf-1e3596e91500	APH(6)-Id
aminoglycoside	10	692570ed-0d16-40bd-8128-3fd072e3cb83	APH(6)-Id
aminoglycoside	10	6944a3a2-ffdc-44e2-b73f-e1d69ffd444c	APH(6)-Id
aminoglycoside	10	695a1546-2664-46f8-be08-d824a959cd4c	APH(6)-Id
aminoglycoside	10	69ddfd2d-0386-4bc5-bd54-00c694cb36ac	APH(6)-Id
aminoglycoside	10	69eb80d7-ec66-4f81-9ecf-00ca043d7bdf	APH(6)-Id
aminoglycoside	10	6a5ef212-0c9a-4f6f-8384-54bde3ef0b5b	APH(6)-Id
aminoglycoside	10	6a8a5982-af87-4363-beaa-f4184460f54d	APH(6)-Id
aminoglycoside	10	6b0f64ff-9c1a-48c5-b093-535bbfa7b54a	APH(6)-Id
aminoglycoside	10	6b3698da-c8ad-453b-875e-b98a2d1b34a9	APH(6)-Id
aminoglycoside	10	6b9a233e-a8c9-4836-9f29-34d527ef1c54	APH(6)-Id
aminoglycoside	10	6bd75e35-9437-4ba2-bad6-9b8c9a4822ba	APH(6)-Id
aminoglycoside	10	6bfca6d0-4e35-45ef-8e0f-a8e2e38cf5df	APH(6)-Id
aminoglycoside	10	6c7c0d7f-0982-43ff-94fe-a1db78ab1714	APH(6)-Id
aminoglycoside	10	6c98be47-4082-49bd-ad74-9b6fb8411987	APH(6)-Id
aminoglycoside	10	6c9dcff6-3212-4b8c-8970-f4d59081e4c7	APH(6)-Id
aminoglycoside	10	6c9f2942-2e33-4ba2-8bb4-f0af2d7bfaef	APH(6)-Id
aminoglycoside	10	6ca9cba4-f9b6-45a1-84b2-1a29c4e3e352	APH(6)-Id
aminoglycoside	10	6cb38a69-1245-4a44-b97a-2994ce7a7dbd	APH(6)-Id
aminoglycoside	10	6cd14352-bb86-494a-81c4-e17ff2f4dd2a	APH(6)-Id
aminoglycoside	10	6d56e0ac-ac84-4be0-9f62-23da23010aff	APH(6)-Id
aminoglycoside	10	6d7918d8-8fcf-40b5-aa75-4f4a3f2c4681	APH(6)-Id
aminoglycoside	10	6d79b25e-45ac-4bee-815b-897d04c62059	APH(6)-Id
aminoglycoside	10	6dc982bf-8f35-45af-bc08-462f4f138007	APH(6)-Id
aminoglycoside	10	6de21675-e6a6-4b31-906f-df08987173b0	APH(6)-Id
aminoglycoside	10	6e35bdf1-9349-4d03-94f8-f7d8a9ceb03c	APH(6)-Id
aminoglycoside	10	6e507f94-4260-4915-9e82-36b350bf04cf	APH(6)-Id
aminoglycoside	10	6e7cf15c-7591-441c-8465-aeda3e4dc8b0	APH(6)-Id
aminoglycoside	10	6f579d23-c636-41d4-af4e-2ca6dec6bc20	APH(6)-Id
aminoglycoside	10	6f822a0e-ab23-4293-b461-b8779d7eecd4	APH(6)-Id
aminoglycoside	10	6fe17ed2-47ba-4013-9119-aaa0215a7816	APH(6)-Id
aminoglycoside	10	70052096-1cb7-4e9c-a1d0-552da0132b1f	APH(6)-Id
aminoglycoside	10	70100926-e514-4a93-b45d-a1290216bc84	APH(6)-Id
aminoglycoside	10	70c98da0-db39-4b87-ab6b-fe6344daa8a5	APH(6)-Id
aminoglycoside	10	7136105b-4ed1-4f9b-b7e2-b965733c20c0	APH(6)-Id
aminoglycoside	10	718d4f8b-386b-4040-b46d-efdafc6354bc	APH(6)-Id
aminoglycoside	10	71ca89cf-8f3f-4a27-80e3-83a5e800c463	APH(6)-Id
aminoglycoside	10	723eae6c-cf46-4fdd-bfdf-2438fc67f1d6	APH(6)-Id
aminoglycoside	10	724e92a2-d221-4d6e-94b0-6556e81e5f94	APH(6)-Id
aminoglycoside	10	7263d47a-176d-43b1-b7e1-dd52207b467e	APH(6)-Id
aminoglycoside	10	728aa6f4-c8d5-4a7f-8a85-a711c5310451	APH(6)-Id
aminoglycoside	10	72fc03ce-dddc-4d96-b569-cbe236b7f5df	APH(6)-Id
aminoglycoside	10	731c92a1-efeb-4187-8e8e-04886bc2b682	APH(6)-Id
aminoglycoside	10	731d94ca-2355-480e-9131-bf40e00a4ede	APH(6)-Id
aminoglycoside	10	735cbefa-044b-407f-a0cb-4605273352ae	APH(6)-Id
aminoglycoside	10	73d0f482-64ad-42de-a177-9f8ab30ea9e1	APH(6)-Id
aminoglycoside	10	74329f1e-ec73-4138-9bdb-c3bfa4186d34	APH(6)-Id
aminoglycoside	10	74433da7-d179-4b47-ae4a-a2d80f0a52e3	APH(6)-Id
aminoglycoside	10	744e3fe8-16a6-44ff-b324-06111d77296a	APH(6)-Id
aminoglycoside	10	74faaba2-f86c-4787-a63b-7b352b39ac0b	APH(6)-Id
aminoglycoside	10	75c54b76-2c8d-40e6-8240-15bfe8741000	APH(6)-Id
aminoglycoside	10	76087999-714a-4962-a446-0c9b0ee97eb4	APH(6)-Id
aminoglycoside	10	765585a1-085b-4e6c-8b93-fd9b1af50aa8	APH(6)-Id
aminoglycoside	10	767a2f66-1b21-4e44-a8a5-267e909654f6	APH(6)-Id
aminoglycoside	10	7690bde1-98f5-4b9c-9217-0b8debe881f9	APH(6)-Id
aminoglycoside	10	76a1f80d-5f2d-4627-9c6b-378c1300a54b	APH(6)-Id
aminoglycoside	10	76a86fe5-bc4f-43eb-8fac-6bbb92554bf5	APH(6)-Id
aminoglycoside	10	76d9ddbd-c141-43d6-8493-de5bab1df2ab	APH(6)-Id
aminoglycoside	10	7753025a-0253-445a-9d51-14ab85c96a9b	APH(6)-Id
aminoglycoside	10	776e6f4b-9800-4a3a-a5be-2122f9c83483	APH(6)-Id
aminoglycoside	10	77859495-7034-4953-a967-77f24e68cd6b	APH(6)-Id
aminoglycoside	10	778e6cc9-2f79-4712-bbdd-e0fa9fda8ad7	APH(6)-Id
aminoglycoside	10	77a2a708-26ce-4a8c-aac3-27ae6aec83f1	APH(6)-Id
aminoglycoside	10	77b41f73-362f-4f83-b588-32ab7e808700	APH(6)-Id
aminoglycoside	10	77bc179a-07cd-4747-a968-25b5fe26d664	APH(6)-Id
aminoglycoside	10	77f03c56-16b6-42ae-934a-ba9c909cd7b4	APH(6)-Id
aminoglycoside	10	77f7615d-c9a1-42f6-988a-83be1118dbe2	APH(6)-Id
aminoglycoside	10	78586e32-254f-421f-8bc4-5c0337057d7f	APH(6)-Id
aminoglycoside	10	788592d7-b1ee-4398-b4e8-6ef3ef135d50	APH(6)-Id
aminoglycoside	10	78c8deb6-c54c-4f7f-9b17-228161f04609	APH(6)-Id
aminoglycoside	10	78d0d669-cc28-4e48-be37-05600f92b417	APH(6)-Id
aminoglycoside	10	7901ad7f-b67d-4c71-9566-a61b8a082d9f	APH(6)-Id
aminoglycoside	10	79046338-f3f9-40fe-b7c9-788b3132d1f7	APH(6)-Id
aminoglycoside	10	792f7021-3e8d-44a0-a0bd-1820879ceac3	APH(6)-Id
aminoglycoside	10	7a3b378b-508a-4fd1-a1c3-589ddc2bfc32	APH(6)-Id
aminoglycoside	10	7a67b1a9-42e8-4cb4-9c5e-24d850009e40	APH(6)-Id
aminoglycoside	10	7a9991be-e7b4-45c2-9ada-65fd72f9ec49	APH(6)-Id
aminoglycoside	10	7b147301-33f4-45bc-a668-f6d40c13529e	APH(6)-Id
aminoglycoside	10	7b1d8116-d098-4cf6-90e4-bc2bd224c53e	APH(6)-Id
aminoglycoside	10	7b9a5796-4ff9-4cf3-85e6-4ee32a9c142b	APH(6)-Id
aminoglycoside	10	7ca56ec6-5206-4f19-98fd-a1d0c445dec9	APH(6)-Id
aminoglycoside	10	7d28e4f0-ea18-4170-a879-85663c0cc64a	APH(6)-Id
aminoglycoside	10	7e0b88b2-806d-4a30-81d3-7cba737838c1	APH(6)-Id
aminoglycoside	10	7e2170f0-1a3d-4274-852f-4b0f23c4e1b8	APH(6)-Id
aminoglycoside	10	7e2c31ef-70d2-455b-90d5-4bb90c858896	APH(6)-Id
aminoglycoside	10	7ee7e1ff-c7a7-4379-9b28-9b144dbab81c	APH(6)-Id
aminoglycoside	10	7ee7e8a1-f9e1-4f03-b048-1f2df9ed1837	APH(6)-Id
aminoglycoside	10	7ef58802-51a6-404b-935c-8af014454ddc	APH(6)-Id
aminoglycoside	10	7f3f3deb-a87c-4d5e-ab04-c1165a684b69	APH(6)-Id
aminoglycoside	10	7f5b2b0a-c330-48d8-9632-e7bec2c07752	APH(6)-Id
aminoglycoside	10	7f5fec2a-75f0-4d71-ab44-0205e1a8810d	APH(6)-Id
aminoglycoside	10	7f8bdfc4-ff58-4242-bfde-429f4173ca1b	APH(6)-Id
aminoglycoside	10	7f932369-96ad-44cf-944c-237d5c5697a2	APH(6)-Id
aminoglycoside	10	7faab318-09be-4d5f-bd78-0f6732b4c2a4	APH(6)-Id
aminoglycoside	10	7fafdadd-f73a-448f-94c8-293286fc86f7	APH(6)-Id
aminoglycoside	10	7fca96aa-7a29-43b5-b1b3-26b83ead940f	APH(6)-Id
aminoglycoside	10	803ca1f3-942d-40c2-b95f-96e638b2960f	APH(6)-Id
aminoglycoside	10	805f4cc1-c4a3-4263-b658-f8504eb1ea5a	APH(6)-Id
aminoglycoside	10	8076d8de-fd45-4e62-9582-00102e05aa20	APH(6)-Id
aminoglycoside	10	80ab435c-3e5c-4234-bb62-de59923844d6	APH(6)-Id
aminoglycoside	10	80f189f9-667c-4a3b-87b6-7adc140fd9fd	APH(6)-Id
aminoglycoside	10	8188e7b8-d1d3-4366-ae03-890e2fb7795e	APH(6)-Id
aminoglycoside	10	818cae84-5868-449e-a0d1-5ceee4ce2bc8	APH(6)-Id
aminoglycoside	10	8259218e-f654-43e8-a948-66522c2edccd	APH(6)-Id
aminoglycoside	10	826a2752-463c-4821-87c6-97039800e481	APH(6)-Id
aminoglycoside	10	82e9d2da-666c-4131-99b5-9e082bba872f	APH(6)-Id
aminoglycoside	10	831a92e0-cc18-40de-bcec-4a5eb9e4af59	APH(6)-Id
aminoglycoside	10	832667fd-6260-422e-b853-eeeb7cc35bfd	APH(6)-Id
aminoglycoside	10	8429e101-3cec-431a-a669-66166b5a88dc	APH(6)-Id
aminoglycoside	10	846d8e4c-56ed-4350-909f-40b88d683b0f	APH(6)-Id
aminoglycoside	10	847a45d2-6a84-4fc4-b892-ae507e84e660	APH(6)-Id
aminoglycoside	10	861440b2-f103-42b2-b815-2246343f8f1a	APH(6)-Id
aminoglycoside	10	864e44dd-0c85-47a8-8227-28ad127c7997	APH(6)-Id
aminoglycoside	10	86bee531-6406-447f-8079-0e624a0e1438	APH(6)-Id
aminoglycoside	10	874482f6-2de5-46ea-85c1-0976e0e55e17	APH(6)-Id
aminoglycoside	10	8750420b-1448-465a-8b65-20a7463b1686	APH(6)-Id
aminoglycoside	10	876020db-7fb5-4d16-a10a-9869b66e6fac	APH(6)-Id
aminoglycoside	10	878951a6-6764-4ec0-b7ef-e60263849626	APH(6)-Id
aminoglycoside	10	878f3d69-8fe9-42de-acd7-aa26af317c3d	APH(6)-Id
aminoglycoside	10	87944cf8-d204-422f-aeb1-77a945a91419	APH(6)-Id
aminoglycoside	10	87ea03e0-cdce-472a-a072-446c4b1eef6f	APH(6)-Id
aminoglycoside	10	881c66ba-1846-492c-9531-35b6b65106db	APH(6)-Id
aminoglycoside	10	882d00f0-c478-4fbf-a133-3ed1adea212c	APH(6)-Id
aminoglycoside	10	883d2bda-9e61-4b43-a274-9f93cd444662	APH(6)-Id
aminoglycoside	10	88f5557e-afbd-4052-857a-c836cd5f31f9	APH(6)-Id
aminoglycoside	10	89bf5efa-c32e-404d-8c95-0078360dc713	APH(6)-Id
aminoglycoside	10	89db24b5-c60a-4ef1-9658-d9ab7e34893c	APH(6)-Id
aminoglycoside	10	89f7c8d4-4c8f-46e0-b86c-37ef028fdd31	APH(6)-Id
aminoglycoside	10	8a17cf78-c511-416e-a306-03e607fcee1c	APH(6)-Id
aminoglycoside	10	8af21f43-db4c-4ff5-8813-35e6054c914b	APH(6)-Id
aminoglycoside	10	8b0d90b0-37eb-4a48-aad1-a67a2087e1d7	APH(6)-Id
aminoglycoside	10	8b363637-d769-4fa5-a4f0-3ea85c98bef0	APH(6)-Id
aminoglycoside	10	8b77a82a-9b4b-43d2-a97c-dd72883f3fcc	APH(6)-Id
aminoglycoside	10	8b86284e-c3e8-4e41-8941-e9703f8dd3eb	APH(6)-Id
aminoglycoside	10	8c3ee6e7-e570-484b-926c-269c15336fce	APH(6)-Id
aminoglycoside	10	8c58683f-32ce-4c9c-918b-e299755eb570	APH(6)-Id
aminoglycoside	10	8cad0e7f-729a-47cd-9440-f3ee9049f6b6	APH(6)-Id
aminoglycoside	10	8cd09d68-65cc-451c-a06e-ed1bc13b4b60	APH(6)-Id
aminoglycoside	10	8ce6ee73-2f86-4d6b-b627-2db74898fe5b	APH(6)-Id
aminoglycoside	10	8cf60dbc-d848-4ec3-abe3-8de3d4297bd8	APH(6)-Id
aminoglycoside	10	8d41d26a-7a0d-4fe9-bff2-0bca985f0cd2	APH(6)-Id
aminoglycoside	10	8d5fd424-9741-4757-9601-156c393d14fc	APH(6)-Id
aminoglycoside	10	8d71e389-a94e-44d7-9585-763acf43ea84	APH(6)-Id
aminoglycoside	10	8dec9287-f974-4397-af3a-e2b1dfa15959	APH(6)-Id
aminoglycoside	10	8df35df9-26b1-4780-bc26-2edfdf36a01d	APH(6)-Id
aminoglycoside	10	8e0b91cb-e6b6-490f-b174-efed16e5a9e1	APH(6)-Id
aminoglycoside	10	8ea56a9b-5921-4696-b940-a20bae9ceb56	APH(6)-Id
aminoglycoside	10	8ecaa31e-7f30-4996-92d5-355e309fcbcf	APH(6)-Id
aminoglycoside	10	8edc5eeb-4418-45cf-9c3b-2e25731734a6	APH(6)-Id
aminoglycoside	10	8f191563-6ced-4722-84d1-eb9ee3dce5c4	APH(6)-Id
aminoglycoside	10	9028cbf4-58c2-4199-96d5-1c778440423f	APH(6)-Id
aminoglycoside	10	90b2003f-9a6c-4bd6-a7fd-7a5e7ebce4dc	APH(6)-Id
aminoglycoside	10	926ff07a-44d2-43e6-8595-808221deec9a	APH(6)-Id
aminoglycoside	10	92c5ad69-2770-4b6e-844f-2ef5cc31ad4c	APH(6)-Id
aminoglycoside	10	932d67a9-fa3f-4f5d-ae00-623e4975ad5a	APH(6)-Id
aminoglycoside	10	9340217b-3034-4600-8715-254ba0f84805	APH(6)-Id
aminoglycoside	10	949ac986-c2e5-4617-b5a6-315fe9657ba6	APH(6)-Id
aminoglycoside	10	94b8b428-8da9-4890-9032-218a2f971b38	APH(6)-Id
aminoglycoside	10	94f6bc98-629f-4681-b752-48fa0578a0c8	APH(6)-Id
aminoglycoside	10	950e331e-37e8-4e99-b581-14b884318eb8	APH(6)-Id
aminoglycoside	10	95736ba7-f19e-4909-86cc-231a533890cd	APH(6)-Id
aminoglycoside	10	9590d174-3bd8-432d-93a9-23c30497c1b9	APH(6)-Id
aminoglycoside	10	95b62742-68c2-49ed-9d32-e6498f16fc70	APH(6)-Id
aminoglycoside	10	95fb9406-778a-4841-abae-8b79694f6110	APH(6)-Id
aminoglycoside	10	961b1e33-1499-4759-8571-f261d535ba5b	APH(6)-Id
aminoglycoside	10	961d765c-9b18-4357-9eb6-b2e77e29ae50	APH(6)-Id
aminoglycoside	10	9655c98c-c268-463d-a672-0dc8da0a1f8c	APH(6)-Id
aminoglycoside	10	9671e925-4f84-49b6-98f1-cf2f8ff84446	APH(6)-Id
aminoglycoside	10	969bcae3-101a-4fe4-9b87-4ee153edc467	APH(6)-Id
aminoglycoside	10	96c74f9c-0f24-4e4d-9a40-8c7be142fa21	APH(6)-Id
aminoglycoside	10	970e3b61-3817-4d63-80e0-b0e6f0394132	APH(6)-Id
aminoglycoside	10	975d05d7-665e-4fcc-b438-5c84505bfb09	APH(6)-Id
aminoglycoside	10	98370b5f-3c2e-4367-9c6f-12d1015586ef	APH(6)-Id
aminoglycoside	10	9844544e-4320-4760-9024-68c211bff3e6	APH(6)-Id
aminoglycoside	10	992f4efb-9b73-4349-96ea-0d6519f8a561	APH(6)-Id
aminoglycoside	10	9a4d4e79-765d-4997-b396-e07b80c316ed	APH(6)-Id
aminoglycoside	10	9a95f5a0-6536-4d16-afd2-78fb644606fa	APH(6)-Id
aminoglycoside	10	9b8a8cd9-fcb9-4f88-8d31-76a12ae0565b	APH(6)-Id
aminoglycoside	10	9bbd29c8-7d58-4b60-af8f-e2f027385efd	APH(6)-Id
aminoglycoside	10	9c63d5ae-964a-4dee-9cad-12101aa8914a	APH(6)-Id
aminoglycoside	10	9cc59b58-c306-4213-9b4d-18f6fa19dfab	APH(6)-Id
aminoglycoside	10	9cca7ea8-e51d-4582-989c-906aec8e383b	APH(6)-Id
aminoglycoside	10	9d155a0d-76e4-476c-95b0-5bc60512f916	APH(6)-Id
aminoglycoside	10	9d49f09f-b95c-4c02-8bbf-380eff9d31e5	APH(6)-Id
aminoglycoside	10	9d4c36aa-b8df-4b1e-9221-22e5d966d553	APH(6)-Id
aminoglycoside	10	9d573c06-9819-4901-8e92-a2183e9b753d	APH(6)-Id
aminoglycoside	10	9dabbc9f-84a6-485b-8d2e-323bad9bebb2	APH(6)-Id
aminoglycoside	10	9db8738b-a10e-488e-9f10-462d5658f7a4	APH(6)-Id
aminoglycoside	10	9e7fea35-074c-47ef-ad94-a486129bf2ec	APH(6)-Id
aminoglycoside	10	9e8fee5c-a828-4a2a-a731-d2a1f9867cd8	APH(6)-Id
aminoglycoside	10	9e92242d-5424-4445-8f78-accb5b077c4a	APH(6)-Id
aminoglycoside	10	9e957737-01ab-453f-9e40-82564f23613d	APH(6)-Id
aminoglycoside	10	9eb96ae7-939d-4fac-9859-6f78ee14c6ed	APH(6)-Id
aminoglycoside	10	9eedf0e5-cb9e-4101-97fc-fc25a172ce80	APH(6)-Id
aminoglycoside	10	9f55645a-1de4-4a3c-8701-791c3f3672d0	APH(6)-Id
aminoglycoside	10	9f7925ce-c1a5-4146-bfd2-25d08d7aebef	APH(6)-Id
aminoglycoside	10	9f8db067-c04b-42c0-aa3e-4100683dcd62	APH(6)-Id
aminoglycoside	10	9f942c8a-a8eb-42b7-af6a-68bacec7e7d6	APH(6)-Id
aminoglycoside	10	ERR1218535	APH(6)-Id
aminoglycoside	10	ERR1218536	APH(6)-Id
aminoglycoside	10	ERR1218537	APH(6)-Id
aminoglycoside	10	ERR1218539	APH(6)-Id
aminoglycoside	10	ERR1218542	APH(6)-Id
aminoglycoside	10	ERR1218543	APH(6)-Id
aminoglycoside	10	ERR1218544	APH(6)-Id
aminoglycoside	10	ERR1218545	APH(6)-Id
aminoglycoside	10	ERR1218547	APH(6)-Id
aminoglycoside	10	ERR1218551	APH(6)-Id
aminoglycoside	10	ERR1218555	APH(6)-Id
aminoglycoside	10	ERR1218557	APH(6)-Id
aminoglycoside	10	ERR1218558	APH(6)-Id
aminoglycoside	10	ERR1218582	APH(6)-Id
aminoglycoside	10	ERR1218585	APH(6)-Id
aminoglycoside	10	ERR1218586	APH(6)-Id
aminoglycoside	10	ERR1218588	APH(6)-Id
aminoglycoside	10	ERR1218589	APH(6)-Id
aminoglycoside	10	ERR1218591	APH(6)-Id
aminoglycoside	10	ERR1218592	APH(6)-Id
aminoglycoside	10	ERR1218593	APH(6)-Id
aminoglycoside	10	ERR1218594	APH(6)-Id
aminoglycoside	10	ERR1218595	APH(6)-Id
aminoglycoside	10	ERR1218597	APH(6)-Id
aminoglycoside	10	ERR1218600	APH(6)-Id
aminoglycoside	10	ERR1218601	APH(6)-Id
aminoglycoside	10	ERR1218603	APH(6)-Id
aminoglycoside	10	ERR1218606	APH(6)-Id
aminoglycoside	10	ERR1218607	APH(6)-Id
aminoglycoside	10	ERR1218608	APH(6)-Id
aminoglycoside	10	ERR1218609	APH(6)-Id
aminoglycoside	10	ERR1218613	APH(6)-Id
aminoglycoside	10	ERR1218614	APH(6)-Id
aminoglycoside	10	ERR1218615	APH(6)-Id
aminoglycoside	10	ERR1218616	APH(6)-Id
aminoglycoside	10	ERR1218622	APH(6)-Id
aminoglycoside	10	ERR1218624	APH(6)-Id
aminoglycoside	10	ERR1218628	APH(6)-Id
aminoglycoside	10	ERR1218629	APH(6)-Id
aminoglycoside	10	ERR1218631	APH(6)-Id
aminoglycoside	10	ERR1218632	APH(6)-Id
aminoglycoside	10	ERR1218633	APH(6)-Id
aminoglycoside	10	ERR1218634	APH(6)-Id
aminoglycoside	10	ERR1218635	APH(6)-Id
aminoglycoside	10	ERR1218636	APH(6)-Id
aminoglycoside	10	ERR1218637	APH(6)-Id
aminoglycoside	10	ERR1218639	APH(6)-Id
aminoglycoside	10	ERR1218641	APH(6)-Id
aminoglycoside	10	ERR1218642	APH(6)-Id
aminoglycoside	10	ERR1218646	APH(6)-Id
aminoglycoside	10	ERR1218647	APH(6)-Id
aminoglycoside	10	ERR1218653	APH(6)-Id
aminoglycoside	10	ERR1218660	APH(6)-Id
aminoglycoside	10	ERR1218661	APH(6)-Id
aminoglycoside	10	ERR1218662	APH(6)-Id
aminoglycoside	10	ERR1218664	APH(6)-Id
aminoglycoside	10	ERR1218676	APH(6)-Id
aminoglycoside	10	ERR1218682	APH(6)-Id
aminoglycoside	10	ERR1218684	APH(6)-Id
aminoglycoside	10	ERR1218687	APH(6)-Id
aminoglycoside	10	ERR1218690	APH(6)-Id
aminoglycoside	11	ERR1218691	APH(6)-Id
aminoglycoside	10	ERR1218692	APH(6)-Id
aminoglycoside	11	ERR1218693	APH(6)-Id
aminoglycoside	10	ERR1218694	APH(6)-Id
aminoglycoside	10	ERR1218697	APH(6)-Id
aminoglycoside	10	ERR1218702	APH(6)-Id
aminoglycoside	10	ERR1218703	APH(6)-Id
aminoglycoside	10	ERR1218704	APH(6)-Id
aminoglycoside	10	ERR1218708	APH(6)-Id
aminoglycoside	10	ERR1218712	APH(6)-Id
aminoglycoside	10	ERR1218713	APH(6)-Id
aminoglycoside	10	ERR1218718	APH(6)-Id
aminoglycoside	10	ERR1218719	APH(6)-Id
aminoglycoside	10	ERR1218720	APH(6)-Id
aminoglycoside	10	ERR1218723	APH(6)-Id
aminoglycoside	10	ERR3061895	APH(6)-Id
aminoglycoside	10	ERR3061898	APH(6)-Id
aminoglycoside	10	ERR3061946	APH(6)-Id
aminoglycoside	10	ERR3061951	APH(6)-Id
aminoglycoside	10	ERR3061991	APH(6)-Id
aminoglycoside	10	ERR3062124	APH(6)-Id
aminoglycoside	10	ERR3062179	APH(6)-Id
aminoglycoside	10	ERR3062184	APH(6)-Id
aminoglycoside	10	ERR3062197	APH(6)-Id
aminoglycoside	10	ERR3062211	APH(6)-Id
aminoglycoside	10	ERR3062219	APH(6)-Id
aminoglycoside	10	ERR3062220	APH(6)-Id
aminoglycoside	10	ERR3062226	APH(6)-Id
aminoglycoside	10	ERR3062228	APH(6)-Id
aminoglycoside	10	ERR3062229	APH(6)-Id
aminoglycoside	10	ERR3062232	APH(6)-Id
aminoglycoside	10	ERR3062233	APH(6)-Id
aminoglycoside	10	ERR3062245	APH(6)-Id
aminoglycoside	10	ERR3062248	APH(6)-Id
aminoglycoside	10	ERR3062249	APH(6)-Id
aminoglycoside	10	ERR3062251	APH(6)-Id
aminoglycoside	10	ERR3062253	APH(6)-Id
aminoglycoside	10	ERR3062256	APH(6)-Id
aminoglycoside	10	ERR3062257	APH(6)-Id
aminoglycoside	10	ERR3062259	APH(6)-Id
aminoglycoside	10	ERR3062268	APH(6)-Id
aminoglycoside	10	ERR3062269	APH(6)-Id
aminoglycoside	10	ERR4034031	APH(6)-Id
aminoglycoside	10	ERR4034040	APH(6)-Id
aminoglycoside	10	ERR4034045	APH(6)-Id
aminoglycoside	10	ERR4034050	APH(6)-Id
aminoglycoside	10	ERR4034053	APH(6)-Id
aminoglycoside	10	ERR4034057	APH(6)-Id
aminoglycoside	10	ERR4034065	APH(6)-Id
aminoglycoside	10	ERR4034066	APH(6)-Id
aminoglycoside	10	ERR4034072	APH(6)-Id
aminoglycoside	10	ERR4034076	APH(6)-Id
aminoglycoside	10	ERR4034090	APH(6)-Id
aminoglycoside	10	ERR4034092	APH(6)-Id
aminoglycoside	10	ERR4034097	APH(6)-Id
aminoglycoside	10	ERR4034106	APH(6)-Id
aminoglycoside	10	ERR4034108	APH(6)-Id
aminoglycoside	10	ERR4034113	APH(6)-Id
aminoglycoside	10	ERR4034116	APH(6)-Id
aminoglycoside	10	ERR4034120	APH(6)-Id
aminoglycoside	10	ERR4034132	APH(6)-Id
aminoglycoside	10	ERR4034136	APH(6)-Id
aminoglycoside	10	ERR4034145	APH(6)-Id
aminoglycoside	10	ERR4034147	APH(6)-Id
aminoglycoside	10	ERR4034149	APH(6)-Id
aminoglycoside	10	ERR4034154	APH(6)-Id
aminoglycoside	10	ERR4034155	APH(6)-Id
aminoglycoside	10	ERR4034157	APH(6)-Id
aminoglycoside	10	ERR4034159	APH(6)-Id
aminoglycoside	10	ERR4034161	APH(6)-Id
aminoglycoside	10	ERR4034164	APH(6)-Id
aminoglycoside	10	ERR4034165	APH(6)-Id
aminoglycoside	10	ERR4034167	APH(6)-Id
aminoglycoside	10	ERR4034168	APH(6)-Id
aminoglycoside	10	ERR4034173	APH(6)-Id
aminoglycoside	10	ERR4034181	APH(6)-Id
aminoglycoside	10	ERR4034182	APH(6)-Id
aminoglycoside	10	ERR4034183	APH(6)-Id
aminoglycoside	10	ERR4034185	APH(6)-Id
aminoglycoside	10	ERR4034186	APH(6)-Id
aminoglycoside	10	ERR4034187	APH(6)-Id
aminoglycoside	10	ERR4034197	APH(6)-Id
aminoglycoside	10	ERR4034199	APH(6)-Id
aminoglycoside	10	ERR4034200	APH(6)-Id
aminoglycoside	10	ERR4034210	APH(6)-Id
aminoglycoside	10	ERR4034212	APH(6)-Id
aminoglycoside	10	ERR4034213	APH(6)-Id
aminoglycoside	10	ERR4034215	APH(6)-Id
aminoglycoside	10	ERR4034222	APH(6)-Id
aminoglycoside	10	ERR4034228	APH(6)-Id
aminoglycoside	10	ERR4034229	APH(6)-Id
aminoglycoside	10	ERR4034230	APH(6)-Id
aminoglycoside	10	ERR4034238	APH(6)-Id
aminoglycoside	10	ERR4034239	APH(6)-Id
